Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2021-10-27,3037.357421875,3056.070276540897,3031.482455875242,3031.482455875242,2510813
2021-10-28,2978.084716796875,3061.9444807941845,2972.296873766953,3061.9444807941845,2424942
2021-10-29,2957.2841796875,3012.334793877842,2947.013824976602,2959.286062701825,3960501
2021-11-01,3025.73779296875,3034.9637499899923,2970.5131581120604,2992.272290245628,2020718
2021-11-02,3032.526611328125,3058.115477593055,3019.9498757574916,3041.056233416435,3087414
2021-11-03,3039.533447265625,3063.5989646219014,3016.729917190848,3049.9342708836666,1537639
2021-11-04,3053.80712890625,3057.8108942881813,3050.63038055364,3057.5497421995287,328991
2021-11-08,3048.671875,3088.0559025051743,3029.9154613914975,3088.0559025051743,2526082
2021-11-09,3051.239501953125,3076.7412470079594,3042.7970012842507,3053.2413845838532,1782692
2021-11-10,3032.61376953125,3063.4246152630417,3029.045186907905,3044.5377312978912,1516489
2021-11-11,3036.009033203125,3055.0266052429556,2990.575994527308,3028.8720782756204,1284514
2021-11-12,3068.9521484375,3076.001981112753,3033.8328174078774,3051.5012786043276,1747259
2021-11-15,3092.669189453125,3106.8561869215628,3070.64890396437,3070.64890396437,1809157
2021-11-16,3095.3671875,3112.034811133801,3082.8340116924446,3106.333875700264,2013204
2021-11-17,3065.339599609375,3100.9812302018886,3051.8489368672776,3090.3192548089405,1632914
2021-11-18,3025.128662109375,3064.425783307155,3004.152985656586,3059.4645310524397,2136598
2021-11-22,3010.071533203125,3060.1611031208754,2994.3180473828165,3027.4788407337737,3167936
2021-11-23,3015.16259765625,3029.6976537740597,2966.0305253713514,2998.4080678143264,2153461
2021-11-24,2996.92919921875,3040.229877506103,2980.131104641125,3022.0826740714665,2161746
2021-11-25,2999.19189453125,3014.075227111931,2988.8781925600256,2997.4511638196636,1849619
2021-11-26,3000.019287109375,3037.575471915949,2969.5998441237243,2981.0017167083456,1941251
2021-11-29,3048.019287109375,3071.8238631118234,2964.8558400184647,3000.2796653058103,2981745
2021-11-30,3071.650146484375,3101.764876086428,3038.4457895244395,3038.4457895244395,5588446
2021-12-01,3113.993408203125,3124.611823712975,3076.7417261351993,3076.7417261351993,2102118
2021-12-02,3170.65380859375,3175.092756819471,3110.772843260999,3123.9152323855865,3152938
2021-12-03,3168.521484375,3190.715800719207,3160.16610454034,3173.7436764559898,2486263
2021-12-06,3077.9599609375,3183.7964732572673,3065.426784803744,3168.5215187563167,1849642
2021-12-07,3119.82470703125,3131.574639670369,3067.428753612896,3100.6766686563897,1484458
2021-12-08,3156.72802734375,3173.743712566218,3134.185649600943,3134.185649600943,1428660
2021-12-09,3134.838134765625,3163.560188891332,3103.7225761294426,3142.018648297052,1567957
2021-12-10,3165.344970703125,3169.87082834413,3111.6434673176273,3120.2599998939336,1510718
2021-12-13,3141.71435546875,3187.278068783452,3134.7949930935406,3176.833684068705,1883864
2021-12-14,3154.0302734375,3163.7783237110075,3113.0359768736716,3137.6673609293484,1747007
2021-12-15,3107.50927734375,3153.3339319320626,3096.8906491750763,3150.722835659417,1603233
2021-12-16,3117.30078125,3140.669964592238,3107.2044576794074,3117.6488424111026,2072320
2021-12-17,3119.6943359375,3178.0088182880068,3110.4248168450613,3135.491383100008,4333992
2021-12-20,3095.80224609375,3138.5372672585236,3055.112668377628,3123.7410571799337,2312310
2021-12-21,3140.539306640625,3169.1742414013142,3104.0708713088916,3118.2143081191102,2340989
2021-12-22,3160.079345703125,3165.3450991541345,3138.7553922583197,3154.2043789377194,1224328
2021-12-23,3187.886962890625,3194.67585477382,3159.4260598907417,3175.092635394332,1792861
2021-12-24,3195.023681640625,3224.7032213873817,3172.3072763209016,3207.295916548583,2209923
2021-12-27,3216.957275390625,3220.351615069357,3179.5315674317108,3195.1110213296242,1534135
2021-12-28,3226.05224609375,3242.1104418915284,3214.998650306945,3229.0549636020323,1456218
2021-12-29,3215.73876953125,3237.715494300175,3207.296268256941,3213.606416952969,1456923
2021-12-30,3249.726318359375,3255.1661012826416,3202.9441852192836,3204.1192633273176,1966475
2021-12-31,3253.73046875,3272.573794030178,3247.5943503878843,3257.6035521515405,1207141
2022-01-03,3322.83740234375,3333.4993781616295,3259.5183214661365,3263.870148330577,2346158
2022-01-04,3381.151611328125,3384.981133665279,3317.571383436288,3334.456597811897,2488606
2022-01-05,3360.436767578125,3368.313615818848,3318.180490958889,3363.961789441821,1733031
2022-01-06,3313.87255859375,3337.8511668408105,3283.0181489761508,3317.8327634933953,1810293
2022-01-07,3353.952880859375,3363.874960866469,3304.2549343090877,3324.7956415940866,2460591
2022-01-10,3376.88671875,3462.312983509929,3360.4802487008137,3462.312983509929,3937092
2022-01-11,3408.26318359375,3416.18359233309,3356.128390327744,3356.128390327744,1906106
2022-01-12,3359.5234375,3419.665773696012,3339.200532209036,3416.1843119768,3203744
2022-01-13,3392.59716796875,3414.443424249762,3356.9993085218794,3410.09159730068,6684507
2022-01-14,3453.73974609375,3461.4425634732415,3359.653391036117,3375.145934824292,3348123
2022-01-17,3498.129150390625,3518.887450996019,3448.6490029439037,3475.10802715091,3442604
2022-01-18,3473.279541015625,3517.7550763790796,3464.053584662884,3511.0097459064323,2389041
2022-01-19,3413.162841796875,3498.041884432763,3409.544563577846,3498.041884432763,3102539
2022-01-20,3336.348876953125,3417.8273982491137,3322.7908711039217,3409.1084508046006,6176776
2022-01-21,3342.408447265625,3358.1461897142185,3288.0023012626775,3319.3032369219345,3112358
2022-01-24,3288.219970703125,3356.489151449722,3260.9732629131663,3348.075453230145,3258414
2022-01-25,3286.9560546875,3321.3958985887766,3245.366716144262,3286.6073819205503,3330501
2022-01-27,3181.762451171875,3255.1323215691136,3160.7062745665967,3253.0398589634215,5718297
2022-01-28,3217.335205078125,3251.9930207471753,3178.928199480695,3178.928199480695,3143862
2022-01-31,3257.61669921875,3276.5804096792403,3244.668977275617,3268.7333570748997,2739393
2022-02-01,3313.766357421875,3320.1748683247147,3257.7471254655034,3287.0428712143316,2105169
2022-02-02,3362.2001953125,3369.0010163346046,3313.7664036563433,3337.525533494624,1984212
2022-02-03,3334.648681640625,3385.1313015453898,3327.1939390990083,3357.6666174504307,1960538
2022-02-04,3326.191650390625,3334.7362626792733,3286.171761052053,3326.540536057178,2307366
2022-02-07,3294.89013671875,3340.9262203657618,3274.9672572822224,3305.352873326484,1919149
2022-02-08,3263.89453125,3312.9386135210448,3244.3205356543667,3305.832756080194,2946443
2022-02-09,3278.803466796875,3293.974348552429,3266.2046316844016,3269.604935671538,1638721
2022-02-10,3287.348388671875,3304.3066986400545,3276.580403583315,3304.3066986400545,2112459
2022-02-11,3221.607666015625,3271.7852545985124,3217.291829305399,3271.7852545985124,3851488
2022-02-14,3255.436767578125,3307.3145011357815,3234.729268889145,3246.9357944321227,5951745
2022-02-15,3328.719970703125,3343.716518513038,3267.8616718088306,3300.9936738175647,3931683
2022-02-16,3324.621826171875,3360.3695095219214,3318.431288543338,3351.5632877458197,3256906
2022-02-17,3299.42431640625,3343.716615581994,3294.890505941162,3334.9976674318455,3134372
2022-02-18,3307.881591796875,3327.1069146820982,3276.2319808945354,3286.1714964542043,3688883
2022-02-21,3242.92529296875,3337.438812898183,3230.8496782327734,3321.919043560008,7465922
2022-02-22,3126.96337890625,3198.022804045737,3112.664389545629,3182.4159725046347,5408531
2022-02-23,3107.2587890625,3158.787644989509,3100.152718590323,3148.412181820984,2426203
2022-02-24,2965.88037109375,3037.550282100594,2956.682052765938,3028.962034594024,5039136
2022-02-25,3069.72314453125,3077.788170189679,3018.4993329169033,3023.7307009115602,2549723
2022-02-28,3098.887939453125,3107.2145759792743,3013.1806523150753,3042.9123451891032,3288942
2022-03-02,3091.869140625,3114.3640652601866,3056.8626554299713,3097.405756821156,2761341
2022-03-03,3090.3427734375,3120.1617355597614,3077.8748524085095,3106.429397216829,1928039
2022-03-04,3072.86181640625,3104.9910046737923,3040.3401052770814,3052.938939664879,2370257
2022-03-07,3038.465576171875,3093.4822136519515,2991.9501243817053,3008.036538077574,3054130
2022-03-08,3138.77734375,3146.6680335114793,3016.755720684322,3016.755720684322,3300992
2022-03-09,3167.244873046875,3185.9033350740265,3136.2489729035888,3143.180493415946,2719654
2022-03-10,3157.087158203125,3212.060163122713,3151.8994271684605,3212.060163122713,2005441
2022-03-11,3138.079833984375,3173.5661198059825,3132.5870674744247,3141.654687525225,1623423
